,contract_type_id,payment_type_id,internet_service_type_id,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,internet_service_type,payment_type,contract_type
153,2,4,1,0254-KCJGT,Male,0,Yes,No,52,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,81.4,4354.45,No,DSL,Credit card (automatic),One year
154,2,4,1,0254-WWRKD,Female,0,Yes,Yes,67,Yes,No,No,Yes,No,No,No,No,No,50.55,3431.75,No,DSL,Credit card (automatic),One year
155,1,1,2,0256-LTHVJ,Female,0,Yes,Yes,28,Yes,No,No,No,No,No,No,Yes,Yes,81.05,2227.1,Yes,Fiber optic,Electronic check,Month-to-month
156,1,3,1,0257-KXZGU,Female,0,Yes,Yes,32,Yes,Yes,No,Yes,Yes,No,No,No,No,62.45,2045.55,No,DSL,Bank transfer (automatic),Month-to-month
157,1,3,2,0257-ZESQC,Female,1,Yes,No,27,Yes,No,Yes,No,No,No,No,No,Yes,75.2,1929.35,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
158,1,1,2,0258-NOKBL,Male,0,No,No,3,Yes,No,No,Yes,Yes,No,No,Yes,No,90.4,268.45,No,Fiber optic,Electronic check,Month-to-month
159,1,1,2,0259-GBZSH,Male,0,No,No,2,Yes,Yes,No,No,No,No,Yes,No,Yes,85.65,181.5,Yes,Fiber optic,Electronic check,Month-to-month
160,1,2,1,0260-ZDLGK,Female,0,No,Yes,9,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,72.9,651.4,Yes,DSL,Mailed check,Month-to-month
161,3,4,1,0263-FJTQO,Male,0,Yes,Yes,50,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,70.5,3486.65,No,DSL,Credit card (automatic),Two year
162,3,3,3,0264-CNITK,Female,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.1,1389.6,No,None,Bank transfer (automatic),Two year
163,1,1,2,0265-EDXBD,Male,1,Yes,No,32,Yes,Yes,No,No,No,No,No,No,Yes,74.9,2303.35,Yes,Fiber optic,Electronic check,Month-to-month
164,1,3,2,0265-PSUAE,Female,0,Yes,Yes,16,Yes,No,Yes,No,Yes,No,Yes,Yes,No,100.7,1522.7,No,Fiber optic,Bank transfer (automatic),Month-to-month
165,3,3,2,0266-CLZKZ,Female,0,Yes,Yes,67,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,105.65,6717.9,No,Fiber optic,Bank transfer (automatic),Two year
166,3,4,2,0266-GMEAO,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,114.3,8058.55,No,Fiber optic,Credit card (automatic),Two year
167,1,1,3,0268-QKIWO,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.75,58.85,Yes,None,Electronic check,Month-to-month
168,2,2,3,0269-XFESX,Male,0,Yes,Yes,23,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.35,538.5,No,None,Mailed check,One year
169,3,3,1,0270-THENM,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,69.85,5102.35,No,DSL,Bank transfer (automatic),Two year
170,1,2,1,0274-JKUJR,Male,0,Yes,Yes,7,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,No,58.85,465.7,No,DSL,Mailed check,Month-to-month
171,1,1,1,0277-BKSQP,Male,0,Yes,Yes,8,Yes,No,No,No,No,No,Yes,No,Yes,54.4,475.1,No,DSL,Electronic check,Month-to-month
172,3,3,1,0277-ORXQS,Male,0,Yes,Yes,66,No,No phone service,No,No,No,Yes,Yes,Yes,No,50.55,3364.55,No,DSL,Bank transfer (automatic),Two year
173,1,2,3,0278-YXOOG,Male,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,21.05,113.85,Yes,None,Mailed check,Month-to-month
174,1,3,2,0280-XJGEX,Male,0,No,No,49,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,103.7,5036.3,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
175,3,3,3,0281-CNTZX,Male,0,Yes,No,63,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.95,1234.8,No,None,Bank transfer (automatic),Two year
176,1,2,1,0282-NVSJS,Female,1,Yes,Yes,12,No,No phone service,No,No,No,Yes,No,No,Yes,29.3,355.9,No,DSL,Mailed check,Month-to-month
177,1,4,1,0285-INHLN,Male,0,Yes,Yes,27,Yes,No,Yes,Yes,No,No,No,No,Yes,54.75,1510.3,No,DSL,Credit card (automatic),Month-to-month
178,1,1,1,0289-IVARM,Female,0,No,No,35,Yes,No,Yes,Yes,Yes,No,No,No,No,60.55,1982.6,No,DSL,Electronic check,Month-to-month
179,1,1,1,0292-WEGCH,Female,0,Yes,Yes,54,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,86.2,4524.05,No,DSL,Electronic check,Month-to-month
180,1,1,2,0295-PPHDO,Male,0,No,No,1,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95.45,95.45,Yes,Fiber optic,Electronic check,Month-to-month
181,1,4,1,0295-QVKPB,Male,0,No,No,5,Yes,No,No,No,Yes,Yes,Yes,No,Yes,63.95,318.1,No,DSL,Credit card (automatic),Month-to-month
182,2,3,1,0297-RBCSG,Male,0,No,No,19,Yes,No,No,Yes,No,Yes,No,Yes,Yes,65.35,1231.85,No,DSL,Bank transfer (automatic),One year
183,3,2,1,0298-XACET,Male,0,Yes,Yes,52,No,No phone service,No,Yes,Yes,Yes,Yes,No,No,50.2,2554,No,DSL,Mailed check,Two year
184,3,3,1,0301-FIDRB,Female,0,Yes,Yes,72,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes,63.8,4684.3,No,DSL,Bank transfer (automatic),Two year
185,3,3,3,0301-KOBTQ,Male,0,No,No,32,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.05,614.45,No,None,Bank transfer (automatic),Two year
186,1,1,2,0302-JOIVN,Female,0,Yes,No,8,Yes,No,No,Yes,Yes,No,Yes,Yes,No,101.15,842.9,Yes,Fiber optic,Electronic check,Month-to-month
187,2,2,1,0303-UNCIP,Male,0,No,No,41,Yes,Yes,No,No,Yes,No,No,Yes,No,65.0,2531.8,No,DSL,Mailed check,One year
188,1,2,3,0303-WMMRN,Male,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.25,86.05,No,None,Mailed check,Month-to-month
189,2,2,1,0305-SQECB,Female,0,No,Yes,11,No,No phone service,Yes,No,No,Yes,No,No,Yes,36.05,402.6,No,DSL,Mailed check,One year
190,1,1,2,0306-JAELE,Male,0,No,No,5,Yes,No,No,No,No,Yes,Yes,Yes,Yes,96.1,453.4,Yes,Fiber optic,Electronic check,Month-to-month
191,2,2,3,0307-BCOPK,Female,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.05,326.65,No,None,Mailed check,One year
192,2,3,2,0308-GIQJT,Male,1,No,No,71,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,105.75,7382.85,No,Fiber optic,Bank transfer (automatic),One year
193,2,4,1,0308-IVGOK,Female,0,No,No,11,No,No phone service,No,Yes,Yes,Yes,No,No,Yes,40.4,422.6,No,DSL,Credit card (automatic),One year
194,1,1,2,0310-MVLET,Female,0,Yes,Yes,61,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,99.15,6010.05,Yes,Fiber optic,Electronic check,Month-to-month
195,2,3,1,0310-SUCIN,Female,0,Yes,No,71,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,84.8,6046.1,No,DSL,Bank transfer (automatic),One year
196,1,2,3,0310-VQXAM,Male,0,No,No,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.85,178.8,No,None,Mailed check,Month-to-month
197,1,1,1,0311-QYWSS,Female,0,No,No,6,Yes,No,Yes,No,No,No,No,No,Yes,49.45,314.6,No,DSL,Electronic check,Month-to-month
198,1,3,2,0311-UNPFF,Female,0,No,No,26,Yes,No,No,No,No,No,Yes,Yes,Yes,88.8,2274.35,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
199,1,2,1,0314-TKOSI,Female,0,No,No,6,Yes,No,Yes,Yes,No,No,No,No,No,55.15,322.9,No,DSL,Mailed check,Month-to-month
200,1,1,2,0315-LVCRK,Male,0,No,No,11,Yes,No,No,No,Yes,No,No,Yes,No,84.8,888.75,No,Fiber optic,Electronic check,Month-to-month
201,1,1,2,0318-QUUOB,Male,0,Yes,No,1,Yes,No,No,No,No,No,Yes,No,Yes,80.55,80.55,Yes,Fiber optic,Electronic check,Month-to-month
202,3,3,3,0318-ZOPWS,Female,0,Yes,No,49,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.15,973.35,No,None,Bank transfer (automatic),Two year
203,1,4,1,0319-QZTCO,Female,0,Yes,Yes,3,Yes,No,No,Yes,No,No,Yes,No,Yes,58.7,168.6,No,DSL,Credit card (automatic),Month-to-month
204,3,2,2,0320-DWVTU,Female,0,No,No,53,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,99.5,5424.25,No,Fiber optic,Mailed check,Two year
205,1,1,2,0320-JDNQG,Male,0,Yes,Yes,23,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,99.85,2331.3,Yes,Fiber optic,Electronic check,Month-to-month
206,1,1,1,0322-CHQRU,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,No,45.35,89.5,Yes,DSL,Electronic check,Month-to-month
207,1,2,1,0322-YINQP,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,No,Yes,48.55,48.55,Yes,DSL,Mailed check,Month-to-month
208,3,2,3,0323-XWWTN,Male,0,No,Yes,3,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,26.4,121.25,No,None,Mailed check,Two year
209,1,1,2,0324-BRPCJ,Female,1,Yes,No,68,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,100.2,6851.65,Yes,Fiber optic,Electronic check,Month-to-month
210,1,1,2,0325-XBFAC,Male,0,No,No,8,Yes,No,No,No,Yes,No,Yes,Yes,Yes,94.7,740.3,Yes,Fiber optic,Electronic check,Month-to-month
211,2,1,2,0326-VDYXE,Female,0,Yes,No,70,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,97.65,6982.5,No,Fiber optic,Electronic check,One year
212,2,1,2,0327-WFZSY,Male,0,Yes,Yes,39,Yes,Yes,No,No,Yes,No,Yes,Yes,No,100.0,3835.55,No,Fiber optic,Electronic check,One year
213,1,1,2,0328-GRPMV,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,70.1,70.1,Yes,Fiber optic,Electronic check,Month-to-month
214,1,1,2,0329-GTIAJ,Female,0,No,No,3,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,97.9,315.3,Yes,Fiber optic,Electronic check,Month-to-month
215,2,3,2,0330-BGYZE,Male,0,Yes,No,60,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,102.5,6157.6,No,Fiber optic,Bank transfer (automatic),One year
216,1,1,2,0330-IVZHA,Female,0,Yes,No,5,Yes,No,No,No,No,No,No,No,No,69.95,330.15,Yes,Fiber optic,Electronic check,Month-to-month
217,1,1,2,0334-GDDSO,Male,1,No,No,3,Yes,Yes,No,Yes,No,No,No,No,Yes,81.35,233.7,Yes,Fiber optic,Electronic check,Month-to-month
218,2,4,1,0334-ZFJSR,Female,0,Yes,No,55,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,66.05,3462.1,No,DSL,Credit card (automatic),One year
219,3,4,1,0336-KXKFK,Male,0,No,No,72,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,Yes,61.2,4390.25,No,DSL,Credit card (automatic),Two year
220,3,3,1,0336-PIKEI,Male,1,Yes,No,72,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,74.4,5360.75,No,DSL,Bank transfer (automatic),Two year
221,1,1,2,0337-CNPZE,Female,0,No,No,41,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,106.3,4443.45,Yes,Fiber optic,Electronic check,Month-to-month
222,3,3,1,0343-QLUZP,Male,0,No,No,60,No,No phone service,Yes,Yes,Yes,No,No,No,No,39.6,2424.5,No,DSL,Bank transfer (automatic),Two year
223,1,1,2,0345-HKJVM,Female,0,No,No,6,Yes,No,No,No,No,No,Yes,Yes,No,89.3,577.6,Yes,Fiber optic,Electronic check,Month-to-month
224,3,4,2,0345-XMMUG,Female,0,Yes,No,46,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,108.9,4854.3,No,Fiber optic,Credit card (automatic),Two year
225,1,2,3,0347-UBKUZ,Female,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.9,320.45,No,None,Mailed check,Month-to-month
226,1,4,2,0348-SDKOL,Female,0,Yes,No,58,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,102.1,5885.4,Yes,Fiber optic,Credit card (automatic),Month-to-month
227,3,4,3,0354-VXMJC,Male,0,Yes,Yes,23,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,426.65,No,None,Credit card (automatic),Two year
228,1,1,2,0354-WYROK,Female,1,Yes,Yes,31,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,98.9,2911.3,Yes,Fiber optic,Electronic check,Month-to-month
229,1,3,1,0356-ERHVT,Male,0,Yes,No,11,Yes,No,No,No,No,No,No,No,Yes,45.9,521.9,No,DSL,Bank transfer (automatic),Month-to-month
230,3,3,2,0356-OBMAC,Female,1,No,No,56,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,99.9,5706.3,No,Fiber optic,Bank transfer (automatic),Two year
231,1,4,3,0357-NVCRI,Female,0,No,Yes,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,471.7,No,None,Credit card (automatic),Month-to-month
232,3,4,1,0361-HJRDX,Female,0,No,No,68,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,No,64.35,4539.6,No,DSL,Credit card (automatic),Two year
233,3,4,3,0362-RAOQO,Female,0,No,No,40,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,830.25,No,None,Credit card (automatic),Two year
234,1,1,2,0362-ZBZWJ,Male,0,No,No,36,Yes,Yes,No,No,No,No,No,Yes,Yes,84.9,3067.2,Yes,Fiber optic,Electronic check,Month-to-month
235,1,4,2,0363-QJVFX,Male,0,No,No,32,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,108.15,3432.9,Yes,Fiber optic,Credit card (automatic),Month-to-month
236,3,3,1,0363-SVHYR,Male,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,86.85,6263.8,No,DSL,Bank transfer (automatic),Two year
237,1,1,2,0365-BZUWY,Male,0,Yes,No,17,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,102.55,1742.5,No,Fiber optic,Electronic check,Month-to-month
238,1,1,2,0365-GXEZS,Male,0,Yes,No,18,Yes,No,No,No,Yes,Yes,No,No,No,78.2,1468.75,No,Fiber optic,Electronic check,Month-to-month
239,1,3,2,0365-TRTPY,Female,0,No,No,37,Yes,Yes,Yes,Yes,Yes,No,No,No,No,91.2,3382.3,No,Fiber optic,Bank transfer (automatic),Month-to-month
240,1,2,3,0366-NQSHS,Male,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.35,46.35,No,None,Mailed check,Month-to-month
241,2,3,2,0369-ZGOVK,Female,0,Yes,Yes,28,Yes,No,No,No,No,No,No,No,Yes,70.4,1992.2,No,Fiber optic,Bank transfer (automatic),One year
242,2,2,1,0373-AIVNJ,Male,0,No,No,9,No,No phone service,Yes,Yes,Yes,No,No,No,No,39.55,373,No,DSL,Mailed check,One year
243,1,1,1,0374-AACSZ,Female,0,No,No,1,Yes,No,Yes,No,No,No,No,No,No,50.15,50.15,No,DSL,Electronic check,Month-to-month
244,3,4,3,0374-FIUCA,Male,0,Yes,No,65,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.4,1414.45,No,None,Credit card (automatic),Two year
245,1,1,1,0374-IOEGQ,Female,0,No,No,3,Yes,No,No,No,No,No,No,No,No,44.6,122.7,No,DSL,Electronic check,Month-to-month
246,1,1,1,0375-HVGXO,Female,0,No,No,1,No,No phone service,No,No,No,No,Yes,No,Yes,34.7,34.7,Yes,DSL,Electronic check,Month-to-month
247,1,1,2,0376-OIWME,Male,0,Yes,No,36,Yes,No,Yes,No,No,No,Yes,Yes,Yes,93.6,3366.05,No,Fiber optic,Electronic check,Month-to-month
248,1,1,2,0376-YMCJC,Male,0,No,No,23,Yes,Yes,No,No,No,Yes,Yes,No,Yes,90.6,1943.2,Yes,Fiber optic,Electronic check,Month-to-month
249,1,2,1,0377-JBKKT,Male,0,Yes,Yes,22,Yes,No,Yes,Yes,No,Yes,No,No,Yes,57.95,1271.8,No,DSL,Mailed check,Month-to-month
250,3,4,2,0378-CJKPV,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,112.1,7965.95,No,Fiber optic,Credit card (automatic),Two year
251,1,1,2,0378-NHQXU,Female,0,Yes,Yes,17,Yes,Yes,No,No,Yes,No,Yes,No,No,88.25,1460.65,Yes,Fiber optic,Electronic check,Month-to-month
252,1,1,2,0378-TOVMS,Female,0,No,No,3,Yes,No,No,No,No,Yes,No,Yes,No,85.8,272.2,Yes,Fiber optic,Electronic check,Month-to-month
253,2,4,1,0378-XSZPU,Male,0,Yes,No,58,Yes,No,Yes,Yes,Yes,No,No,No,No,60.3,3563.8,Yes,DSL,Credit card (automatic),One year
254,3,4,1,0379-DJQHR,Male,0,Yes,Yes,67,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,81.35,5398.6,No,DSL,Credit card (automatic),Two year
255,2,1,2,0380-NEAVX,Male,1,No,No,34,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,99.85,3343.15,No,Fiber optic,Electronic check,One year
256,1,4,3,0380-ZCSBI,Male,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.0,198.7,No,None,Credit card (automatic),Month-to-month
257,3,4,1,0383-CLDDA,Female,0,No,No,69,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,85.35,5897.4,No,DSL,Credit card (automatic),Two year
258,2,4,1,0384-LPITE,Male,0,No,No,40,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,No,62.05,2511.55,No,DSL,Credit card (automatic),One year
259,1,4,1,0384-RVBPI,Male,0,No,No,20,Yes,No,Yes,No,Yes,No,No,Yes,No,64.4,1398.6,No,DSL,Credit card (automatic),Month-to-month
260,3,2,3,0386-CWRGM,Female,0,Yes,Yes,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.4,967.85,No,None,Mailed check,Two year
261,1,1,2,0388-EOPEX,Female,0,Yes,No,2,Yes,No,Yes,No,No,No,No,No,Yes,74.4,139.4,Yes,Fiber optic,Electronic check,Month-to-month
262,1,2,2,0390-DCFDQ,Female,1,Yes,No,1,Yes,No,No,No,No,No,No,No,Yes,70.45,70.45,Yes,Fiber optic,Mailed check,Month-to-month
263,3,4,2,0392-BZIUW,Female,0,Yes,No,72,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,105.0,7589.8,No,Fiber optic,Credit card (automatic),Two year
264,3,4,3,0394-YONDK,Male,0,Yes,Yes,70,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.15,1790.15,No,None,Credit card (automatic),Two year
265,1,2,3,0396-HUJBP,Female,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.3,44.4,No,None,Mailed check,Month-to-month
266,1,3,1,0396-UKGAI,Male,0,No,Yes,23,Yes,No,No,Yes,No,Yes,No,No,Yes,55.3,1284.2,No,DSL,Bank transfer (automatic),Month-to-month
267,1,1,2,0396-YCHWO,Male,0,Yes,No,36,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95.4,3474.2,No,Fiber optic,Electronic check,Month-to-month
268,1,3,2,0397-GZBBC,Male,1,Yes,No,59,Yes,Yes,No,No,No,No,Yes,Yes,Yes,93.85,5574.75,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
269,3,3,3,0397-ZXWQF,Male,0,No,No,67,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.5,1430.95,No,None,Bank transfer (automatic),Two year
270,3,3,2,0401-WDBXM,Male,0,Yes,Yes,72,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,105.55,7542.25,No,Fiber optic,Bank transfer (automatic),Two year
271,1,3,2,0402-CQAJN,Female,0,No,No,37,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,101.9,3545.35,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
272,3,3,3,0402-OAMEN,Female,0,Yes,Yes,72,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.45,1709.1,No,None,Bank transfer (automatic),Two year
273,3,4,3,0404-AHASP,Male,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.7,1421.9,No,None,Credit card (automatic),Two year
274,1,1,2,0404-SWRVG,Male,0,No,No,3,Yes,Yes,No,No,No,No,No,No,Yes,74.4,229.55,Yes,Fiber optic,Electronic check,Month-to-month
275,2,4,2,0406-BPDVR,Female,1,Yes,No,54,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,101.5,5373.1,Yes,Fiber optic,Credit card (automatic),One year
276,1,1,2,0407-BDJKB,Male,0,Yes,No,60,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,95.75,5742.9,Yes,Fiber optic,Electronic check,Month-to-month
277,2,4,2,0409-WTMPL,Female,0,Yes,No,58,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,110.65,6526.65,No,Fiber optic,Credit card (automatic),One year
278,1,3,2,0410-IPFTY,Female,0,Yes,No,31,Yes,No,No,Yes,No,No,No,Yes,Yes,83.85,2674.15,No,Fiber optic,Bank transfer (automatic),Month-to-month
279,1,1,1,0411-EZJZE,Female,0,No,No,3,Yes,Yes,No,No,No,No,Yes,No,Yes,60.25,170.5,No,DSL,Electronic check,Month-to-month
280,3,1,1,0412-UCCNP,Male,0,No,No,55,Yes,No,Yes,No,Yes,Yes,No,No,Yes,59.2,3175.85,No,DSL,Electronic check,Two year
281,1,2,1,0415-MOSGF,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,44.4,44.4,Yes,DSL,Mailed check,Month-to-month
282,1,4,2,0419-YAAPX,Male,0,Yes,No,49,Yes,No,No,Yes,No,No,Yes,No,Yes,85.3,4297.95,No,Fiber optic,Credit card (automatic),Month-to-month
283,1,2,1,0420-BWTPW,Male,0,No,Yes,8,No,No phone service,No,No,No,No,No,No,No,25.5,215.2,Yes,DSL,Mailed check,Month-to-month
284,1,1,2,0420-HLGXF,Female,1,No,No,39,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,99.75,4036,No,Fiber optic,Electronic check,Month-to-month
285,3,4,1,0420-TXVSG,Male,0,Yes,No,66,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,66.1,4428.45,No,DSL,Credit card (automatic),Two year
286,2,2,3,0422-OHQHQ,Female,0,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.55,295.95,No,None,Mailed check,One year
287,2,1,2,0422-UXFAP,Female,0,Yes,No,51,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,98.85,4947.55,No,Fiber optic,Electronic check,One year
288,1,2,1,0423-UDIJQ,Male,1,No,No,9,Yes,No,No,No,No,Yes,No,No,No,49.2,447.9,No,DSL,Mailed check,Month-to-month
289,1,2,3,0426-TIRNE,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.9,20.9,Yes,None,Mailed check,Month-to-month
290,2,3,3,0428-AXXLJ,Male,0,No,No,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.5,516.3,No,None,Bank transfer (automatic),One year
291,1,3,2,0428-IKYCP,Male,0,Yes,No,22,Yes,No,No,No,Yes,No,Yes,No,Yes,87.0,1850.65,No,Fiber optic,Bank transfer (automatic),Month-to-month
292,1,1,1,0430-IHCDJ,Male,0,No,No,15,Yes,Yes,No,No,No,No,No,No,Yes,49.0,749.25,No,DSL,Electronic check,Month-to-month
293,2,3,2,0431-APWVY,Female,0,Yes,Yes,28,Yes,No,No,No,No,No,Yes,Yes,Yes,90.1,2598.95,Yes,Fiber optic,Bank transfer (automatic),One year
294,1,2,2,0432-CAJZV,Male,0,No,No,3,Yes,No,No,No,No,No,Yes,Yes,No,90.7,237.65,No,Fiber optic,Mailed check,Month-to-month
295,1,1,2,0434-CSFON,Female,0,Yes,No,47,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,100.5,4707.1,No,Fiber optic,Electronic check,Month-to-month
296,3,2,1,0436-TWFFZ,Female,0,No,No,67,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,85.25,5714.2,No,DSL,Mailed check,Two year
297,1,1,2,0439-IFYUN,Female,1,No,No,18,Yes,No,No,Yes,No,No,No,No,Yes,74.7,1294.6,No,Fiber optic,Electronic check,Month-to-month
298,3,4,1,0440-EKDCF,Male,0,Yes,No,62,Yes,No,No,Yes,Yes,Yes,No,No,Yes,60.15,3753.2,No,DSL,Credit card (automatic),Two year
299,2,1,1,0440-MOGPM,Female,0,No,No,41,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,80.55,3263.9,No,DSL,Electronic check,One year
300,1,2,1,0440-QEXBZ,Female,0,No,No,44,Yes,Yes,No,No,No,No,No,No,Yes,50.15,2139.1,No,DSL,Mailed check,Month-to-month
301,2,4,2,0440-UEDAI,Female,0,No,No,53,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,94.45,5042.75,No,Fiber optic,Credit card (automatic),One year
302,3,2,3,0442-TDYUO,Male,0,Yes,No,48,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.05,1036,No,None,Mailed check,Two year
303,2,3,2,0442-ZXKVS,Female,1,Yes,No,54,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,115.6,6431.05,No,Fiber optic,Bank transfer (automatic),One year
304,1,3,1,0447-BEMNG,Female,0,Yes,No,48,No,No phone service,Yes,No,Yes,No,No,Yes,Yes,45.3,2145,Yes,DSL,Bank transfer (automatic),Month-to-month
305,1,3,2,0447-RXSGD,Male,0,No,No,24,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,99.65,2404.85,No,Fiber optic,Bank transfer (automatic),Month-to-month
306,3,3,2,0454-OKRCT,Male,0,No,No,33,Yes,No,No,Yes,No,Yes,No,No,No,80.6,2651.1,No,Fiber optic,Bank transfer (automatic),Two year
